id,failure
26570,0.20072081500106848
26571,0.17150337634655033
26572,0.19240916455986828
26573,0.18210648369089114
26574,0.318470875477105
26575,0.14817701884630163
26576,0.14686659748031647
26577,0.23474670999861255
26578,0.11868822551998902
26579,0.1638528116744554
26580,0.13617154474378831
26581,0.20436460461301423
26582,0.18321788688334315
26583,0.18583564829327917
26584,0.23084264030524582
26585,0.16051088958764104
26586,0.16908961780207515
26587,0.1488246130929934
26588,0.2220115254241772
26589,0.17666000568988008
26590,0.1800521359760867
26591,0.2357991979624547
26592,0.21493300965000048
26593,0.1827033112450725
26594,0.1587941353340313
26595,0.22059027290963207
26596,0.24201787733444005
26597,0.18752959935677757
26598,0.25855181535248145
26599,0.21604011484953145
26600,0.18866780802139382
26601,0.22587308997928432
26602,0.28634898140466
26603,0.17741478933746682
26604,0.16192798278579795
26605,0.15391889967050834
26606,0.12230322747669553
26607,0.1739567177713158
26608,0.14296287705965052
26609,0.23418441241349708
26610,0.17763063691630948
26611,0.14974720988286028
26612,0.11986588258143846
26613,0.20827947566808108
26614,0.15509063925087532
26615,0.16773911054358545
26616,0.1941506321344512
26617,0.137592566907733
26618,0.3446606753210904
26619,0.17642787513033822
26620,0.1811397078150851
26621,0.166453066513174
26622,0.18882071961194372
26623,0.21411394513179358
26624,0.1814704092484486
26625,0.1925152804420615
26626,0.1423286581879287
26627,0.3257712539572298
26628,0.1320208076677716
26629,0.2841438717385228
26630,0.18462987747612317
26631,0.2408037185485078
26632,0.2353865888862876
26633,0.16110038303553437
26634,0.2208129443507732
26635,0.239571485194067
26636,0.3675192580989072
26637,0.2017660176411695
26638,0.26928044094434445
26639,0.1519051980434683
26640,0.2046479779390064
26641,0.20294924250961485
26642,0.2672493421198956
26643,0.22476807725501644
26644,0.15808259257774904
26645,0.18266065655539945
26646,0.22532746584363483
26647,0.23015051597027167
26648,0.1793623011925868
26649,0.2204044382729062
26650,0.2042115175885195
26651,0.1824567507283426
26652,0.23912718860967633
26653,0.1882903212130272
26654,0.2670859848711716
26655,0.24993605963103108
26656,0.1674268887587326
26657,0.20110925191779963
26658,0.2324824325599844
26659,0.1768846261271976
26660,0.19536300315327357
26661,0.1679866166469505
26662,0.16679086986219846
26663,0.23866808555492103
26664,0.1627508131942527
26665,0.15451861319308793
26666,0.11566908281262141
26667,0.12739918752718787
26668,0.22009335471436928
26669,0.13610156612830682
26670,0.19055955994128232
26671,0.1290268674442026
26672,0.18933812953211804
26673,0.18944990599309527
26674,0.13600749514688984
26675,0.18856093781793706
26676,0.1407744869535579
26677,0.31717433483967106
26678,0.17095388818302185
26679,0.21008566905568793
26680,0.1833435853057768
26681,0.30606733967400496
26682,0.17607676091956906
26683,0.2896414942677157
26684,0.2891193566024037
26685,0.17050800333041566
26686,0.20123503850508911
26687,0.22710457644594215
26688,0.2507520293243204
26689,0.23688952454036033
26690,0.167423971145044
26691,0.20432891783169474
26692,0.24311170841973978
26693,0.19452639075166447
26694,0.16825220438465152
26695,0.3087046986639739
26696,0.2272144350945086
26697,0.16694550445357914
26698,0.2605984044687863
26699,0.12829724781774257
26700,0.20433555699176598
26701,0.19540240070047984
26702,0.24560751942171866
26703,0.18715550029003122
26704,0.17832657323701495
26705,0.22148233738989423
26706,0.24087681282680518
26707,0.22330725622541958
26708,0.20563644330772415
26709,0.12495260827986318
26710,0.2397653958535989
26711,0.19863449342284095
26712,0.22991626276951535
26713,0.28522989702024937
26714,0.27155914849939544
26715,0.22642217216961946
